eval_id,claim,true_label,source_type
1322,green tea cures all diseases,myth,blog
1323,Doctors hide natural cures from patients,myth,blog
1324,Intermittent fasting may improve some health markers,uncertain,forum
1325,Regular sleep supports brain function,reliable,tiktok
1326,Drinking only juice detoxes the body completely,myth,forum
1327,Exercise helps maintain cardiovascular health,reliable,tiktok
1328,Vaccination reduces risk of infectious diseases,reliable,blog
1329,Green tea might support metabolism,uncertain,youtube
1330,Eating fruits and vegetables supports immunity,reliable,social_media
1331,Eating fruits and vegetables supports immunity,reliable,social_media
1332,Eating fruits and vegetables supports immunity,reliable,forum
1333,Washing hands reduces spread of bacteria and viruses,reliable,social_media
1334,Doctors hide natural cures from patients,myth,tiktok
1335,ginger tea cures all diseases,myth,medical_source
1336,ginger tea may help improve concentration,uncertain,blog
1337,Washing hands reduces spread of bacteria and viruses,reliable,medical_source
1338,Eating fruits and vegetables supports immunity,reliable,social_media
1339,Vaccines permanently weaken the immune system,myth,social_media
1340,Doctors hide natural cures from patients,myth,tiktok
1341,Vaccination reduces risk of infectious diseases,reliable,youtube
1342,Intermittent fasting may improve some health markers,uncertain,social_media
1343,Exercise helps maintain cardiovascular health,reliable,medical_source
1344,Green tea might support metabolism,uncertain,medical_source
1345,Regular sleep supports brain function,reliable,blog
1346,Vaccines permanently weaken the immune system,myth,forum
1347,Washing hands reduces spread of bacteria and viruses,reliable,forum
1348,Washing hands reduces spread of bacteria and viruses,reliable,tiktok
1349,Doctors hide natural cures from patients,myth,medical_source
1350,honey could help with digestion,uncertain,medical_source
1351,Certain herbal remedies may reduce stress,uncertain,forum
1352,Eating fruits and vegetables supports immunity,reliable,health_journal
1353,Vaccination reduces risk of infectious diseases,reliable,tiktok
1354,Regular sleep supports brain function,reliable,tiktok
1355,Vaccines permanently weaken the immune system,myth,tiktok
1356,Vaccines permanently weaken the immune system,myth,tiktok
1357,Certain herbal remedies may reduce stress,uncertain,youtube
1358,Vaccines permanently weaken the immune system,myth,health_journal
1359,Certain herbal remedies may reduce stress,uncertain,social_media
1360,Intermittent fasting may improve some health markers,uncertain,health_journal
1361,Eating fruits and vegetables supports immunity,reliable,medical_source
1362,Intermittent fasting may improve some health markers,uncertain,health_journal
1363,Green tea might support metabolism,uncertain,tiktok
1364,Doctors hide natural cures from patients,myth,social_media
1365,Exercise helps maintain cardiovascular health,reliable,health_journal
1366,Drinking only juice detoxes the body completely,myth,social_media
1367,apple cider vinegar cures all diseases,myth,forum
1368,Vaccines permanently weaken the immune system,myth,tiktok
1369,Drinking only juice detoxes the body completely,myth,blog
1370,Vaccines permanently weaken the immune system,myth,health_journal
1371,Intermittent fasting may improve some health markers,uncertain,social_media
1372,ginger tea may help improve concentration,uncertain,youtube
1373,Eating fruits and vegetables supports immunity,reliable,forum
1374,ginger tea could help with digestion,uncertain,medical_source
1375,Exercise helps maintain cardiovascular health,reliable,medical_source
1376,Doctors hide natural cures from patients,myth,blog
1377,Green tea might support metabolism,uncertain,youtube
1378,Exercise helps maintain cardiovascular health,reliable,forum
1379,Green tea might support metabolism,uncertain,health_journal
1380,Regular sleep supports brain function,reliable,medical_source
1381,honey cures all diseases,myth,social_media
1382,Exercise helps maintain cardiovascular health,reliable,health_journal
1383,Vaccines permanently weaken the immune system,myth,social_media
1384,Intermittent fasting may improve some health markers,uncertain,tiktok
1385,Vaccines permanently weaken the immune system,myth,youtube
1386,Vaccination reduces risk of infectious diseases,reliable,social_media
1387,green tea may help improve concentration,uncertain,forum
1388,Regular sleep supports brain function,reliable,medical_source
1389,Vaccination reduces risk of infectious diseases,reliable,forum
1390,ginger tea could help with digestion,uncertain,social_media
1391,Intermittent fasting may improve some health markers,uncertain,social_media
1392,turmeric cures all diseases,myth,youtube
1393,Vaccines permanently weaken the immune system,myth,youtube
1394,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1395,Vaccination reduces risk of infectious diseases,reliable,youtube
1396,lemon water could help with digestion,uncertain,social_media
1397,apple cider vinegar cures all diseases,myth,tiktok
1398,Exercise helps maintain cardiovascular health,reliable,blog
1399,garlic instantly lowers blood sugar,myth,youtube
1400,Drinking only juice detoxes the body completely,myth,forum
1401,Washing hands reduces spread of bacteria and viruses,reliable,health_journal
1402,Drinking only juice detoxes the body completely,myth,health_journal
1403,turmeric could help with digestion,uncertain,medical_source
1404,garlic cures all diseases,myth,youtube
1405,Regular sleep supports brain function,reliable,health_journal
1406,turmeric could help with digestion,uncertain,medical_source
1407,Washing hands reduces spread of bacteria and viruses,reliable,youtube
1408,Regular sleep supports brain function,reliable,youtube
1409,green tea cures all diseases,myth,medical_source
1410,Drinking only juice detoxes the body completely,myth,tiktok
1411,Green tea might support metabolism,uncertain,blog
1412,Certain herbal remedies may reduce stress,uncertain,forum
1413,ginger tea instantly lowers blood sugar,myth,medical_source
1414,turmeric could help with digestion,uncertain,forum
1415,Doctors hide natural cures from patients,myth,youtube
1416,Doctors hide natural cures from patients,myth,forum
1417,Intermittent fasting may improve some health markers,uncertain,blog
1418,Exercise helps maintain cardiovascular health,reliable,youtube
1419,Vaccines permanently weaken the immune system,myth,youtube
1420,lemon water instantly lowers blood sugar,myth,medical_source
1421,Exercise helps maintain cardiovascular health,reliable,forum
1422,Drinking only juice detoxes the body completely,myth,youtube
1423,Vaccines permanently weaken the immune system,myth,forum
1424,lemon water cures all diseases,myth,medical_source
1425,garlic cures all diseases,myth,tiktok
1426,garlic cures all diseases,myth,health_journal
1427,lemon water cures all diseases,myth,medical_source
1428,Doctors hide natural cures from patients,myth,blog
1429,Eating fruits and vegetables supports immunity,reliable,medical_source
1430,lemon water cures all diseases,myth,medical_source
1431,ginger tea could help with digestion,uncertain,health_journal
1432,Certain herbal remedies may reduce stress,uncertain,medical_source
1433,Doctors hide natural cures from patients,myth,medical_source
1434,Intermittent fasting may improve some health markers,uncertain,tiktok
1435,Eating fruits and vegetables supports immunity,reliable,blog
1436,Vaccines permanently weaken the immune system,myth,social_media
1437,Green tea might support metabolism,uncertain,health_journal
1438,Regular sleep supports brain function,reliable,social_media
1439,Certain herbal remedies may reduce stress,uncertain,forum
1440,Green tea might support metabolism,uncertain,blog
1441,green tea cures all diseases,myth,youtube
1442,green tea instantly lowers blood sugar,myth,social_media
1443,lemon water cures all diseases,myth,medical_source
1444,Regular sleep supports brain function,reliable,youtube
1445,Vaccination reduces risk of infectious diseases,reliable,forum
1446,Exercise helps maintain cardiovascular health,reliable,blog
1447,Doctors hide natural cures from patients,myth,blog
1448,Vaccination reduces risk of infectious diseases,reliable,medical_source
1449,Exercise helps maintain cardiovascular health,reliable,blog
1450,Certain herbal remedies may reduce stress,uncertain,forum
1451,honey cures all diseases,myth,social_media
1452,Doctors hide natural cures from patients,myth,youtube
1453,Vaccination reduces risk of infectious diseases,reliable,social_media
1454,Doctors hide natural cures from patients,myth,medical_source
1455,Vaccines permanently weaken the immune system,myth,medical_source
1456,Regular sleep supports brain function,reliable,social_media
1457,Drinking only juice detoxes the body completely,myth,blog
1458,Regular sleep supports brain function,reliable,tiktok
1459,Eating fruits and vegetables supports immunity,reliable,tiktok
1460,Certain herbal remedies may reduce stress,uncertain,forum
1461,Certain herbal remedies may reduce stress,uncertain,social_media
1462,Doctors hide natural cures from patients,myth,medical_source
1463,apple cider vinegar could help with digestion,uncertain,youtube
1464,Doctors hide natural cures from patients,myth,medical_source
1465,Certain herbal remedies may reduce stress,uncertain,health_journal
